dim,ga_mean,ga_std,gb_mean,gb_std,ga_minus_b_mean,ga_minus_b_std,count
517,5.815412507104156e-08,1.8727894257608568e-07,6.526379081606137e-08,1.4122593938736827e-07,-7.109650645986676e-09,2.0043445658757264e-07,50
518,1.4219625882105902e-05,3.1839623261475936e-05,4.800719125341857e-06,2.2671621991321445e-05,9.418909939995501e-06,2.714867514441721e-05,50
519,0.000549559248611331,0.0014233284164220095,0.0014840636868029833,0.002577324630692601,-0.0009345044963993132,0.0028496566228568554,50
520,1.5142958886826818e-07,4.328022384925134e-07,5.9675421653082594e-06,1.5010498827905394e-05,-5.81611311645247e-06,1.4970494703447912e-05,50
521,1.480084051763697e-06,4.489280399866402e-06,3.18468892146484e-06,6.696616765111685e-06,-1.7046047560143052e-06,7.738181921013165e-06,50
522,3.4197282161585463e-07,9.766392849996919e-07,0.0005074267974123359,0.0006667017587460577,-0.0005070848856121302,0.0006663831300102174,50
523,3.904072855220875e-06,8.699684258317575e-06,1.3387221997618326e-07,3.7096879168529995e-07,3.7702006920881104e-06,8.625158443464898e-06,50
524,3.764146185858408e-07,7.597038234052889e-07,3.6868030406367325e-07,2.093549255732796e-06,7.734374030121671e-09,2.2288279524218524e-06,50
525,2.039187663172015e-08,8.606094326069069e-08,0.0009207305265590549,0.0012116635916754603,-0.0009207100956700742,0.0012116368161514401,50
526,5.995677838654956e-06,1.7804068193072453e-05,3.6799018943156625e-08,1.7928975637460098e-07,5.958879683021223e-06,1.7797636246541515e-05,50
527,3.173803264644448e-08,8.714130927955921e-08,0.015813561156392097,0.020605292171239853,-0.01581353135406971,0.020605284720659256,50
528,8.2838639059446e-08,2.456676782003342e-07,0.0021139851305633783,0.004676863085478544,-0.0021139022428542376,0.004676870536059141,50
529,1.0283680467182421e-06,3.455472779023694e-06,6.96293955826377e-09,2.8615176006496768e-08,1.0214050689683063e-06,3.4515189781814115e-06,50
530,3.675762583199571e-09,1.2945435834410546e-08,9.226323705036066e-09,3.7546435294188996e-08,-5.55056045570268e-09,3.81480980138349e-08,50
531,1.1101258579060413e-08,3.608831988799466e-08,1.4701597272903655e-08,7.392516465642984e-08,-3.600339359977056e-09,7.822572456461785e-08,50
532,1.4080938193217207e-08,5.530987934321274e-08,1.0942559747206815e-08,4.825088595339366e-08,3.1383819987240713e-09,7.208933539004647e-08,50
533,4.719810320352735e-09,1.7802371132802364e-08,1.1757618878505127e-08,4.957750476819456e-08,-7.037808114063182e-09,4.984584478506804e-08,50
534,3.3980394054111684e-09,1.2404323790349281e-08,2.8966299581156818e-08,8.467868184425242e-08,-2.5568258621433415e-08,8.220979452744359e-08,50
535,1.0681648454635706e-08,3.4857890796047286e-08,8.777439219898042e-09,3.896171207884436e-08,1.904209012693059e-09,5.022602778126384e-08,50
536,2.2329390048980713e-05,3.933414336643182e-05,1.2226831991313247e-08,5.670561264992102e-08,2.2317166440188885e-05,3.9328740967903286e-05,50
537,0.0019896309822797775,0.002576384460553527,3.524969827140012e-08,1.6338491093392804e-07,0.001989595592021942,0.0025763725861907005,50
538,2.088194861471493e-08,7.337875018720297e-08,0.00013921820209361613,0.00024570446112193167,-0.00013919733464717865,0.0002456998045090586,50
539,3.911788724053622e-07,9.572229373588925e-07,1.744142900861334e-05,3.131252378807403e-05,-1.7050246242433786e-05,3.119366738246754e-05,50
540,0.014475090429186821,0.02177773416042328,2.6092870939464774e-06,8.679688107804395e-06,0.014472480863332748,0.021777590736746788,50
541,0.0002572438679635525,0.0007027307292446494,7.858994649723172e-05,0.0002595705445855856,0.00017865393601823598,0.0007167227449826896,50
542,7.726474905211944e-06,1.569002415635623e-05,5.044015338739882e-08,1.1253734299998541e-07,7.676034329051618e-06,1.5623214494553395e-05,50
543,2.104069062625058e-05,4.708124470198527e-05,1.4126273129022593e-07,3.69168418501431e-07,2.089942790917121e-05,4.689143679570407e-05,50
544,0.00023822361254133284,0.0004069590358994901,1.6823809900756714e-08,5.0237321858048745e-08,0.00023820683418307453,0.0004069400019943714,50
545,1.639385516227776e-08,6.666317631243146e-08,1.2676449223647523e-08,4.955735022349472e-08,3.7174052724964213e-09,8.010113816681041e-08,50
546,8.248530747323457e-09,3.574342954948406e-08,2.739904125803605e-08,8.09201097240475e-08,-1.9150508734355753e-08,8.432112252876323e-08,50
547,1.0537078196648508e-05,2.2717720639775507e-05,2.6619654818205163e-06,5.306817456585122e-06,7.875112714827992e-06,2.042666710622143e-05,50
548,1.4677712897537276e-05,4.7325665946118534e-05,2.058929027271006e-08,8.19463323864511e-08,1.4657121937489137e-05,4.730148066300899e-05,50
549,1.1036944670195226e-05,3.5976227081846446e-05,5.578905870606832e-07,1.8132496961698052e-06,1.0479051525180694e-05,3.50709815393202e-05,50
550,4.7118213331032166e-08,1.836653780173947e-07,0.0007597228395752609,0.0010343205649405718,-0.0007596757495775819,0.0010342312743887305,50
551,4.910780404543402e-08,1.266026856683311e-07,5.7996867326437496e-06,3.457367347436957e-05,-5.75057856622152e-06,3.4570817661006004e-05,50
552,2.4619103200507197e-08,1.0523685034513619e-07,1.2056878162525209e-08,4.281335463929281e-08,1.256222148526831e-08,1.0741288036797414e-07,50
553,1.4048166008251428e-07,3.3945840982596565e-07,1.701840517398523e-07,4.1887025759024255e-07,-2.9702361459271742e-08,4.6661543251502735e-07,50
554,6.132922170110078e-09,1.910967206697478e-08,0.1516241878271103,0.16057200729846954,-0.1516241580247879,0.16057200729846954,50
555,7.812484881242199e-09,3.563872752465613e-08,4.242703198542586e-06,1.021248954202747e-05,-4.234891093801707e-06,1.0207904779235832e-05,50
